country_code,country,year,life_expectancy
MLI,Mali,2008,46
MLI,Mali,2009,49
MLI,Mali,2010,48.43
MLI,Mali,2011,48.81
MLI,Mali,2012,50.95
MLI,Mali,2013,51.37
MLI,Mali,2014,54.6
MLI,Mali,2015,55.01
MLI,Mali,2016,57.99
MLI,Mali,2017,58.46
MLT,Malta,2007,79
MLT,Malta,2008,79
MLT,Malta,2009,80
MLT,Malta,2010,79.64
MLT,Malta,2011,79.9
MLT,Malta,2012,80.95
MLT,Malta,2013,82
MLT,Malta,2014,80.75
MLT,Malta,2015,80.75
MLT,Malta,2016,81.75
MLT,Malta,2017,81.95
MRT,Mauritania,2007,58
MRT,Mauritania,2008,58
MRT,Mauritania,2009,58
MRT,Mauritania,2010,56.73
MRT,Mauritania,2011,56.97
MRT,Mauritania,2012,58.22
MRT,Mauritania,2013,58.55
MRT,Mauritania,2014,61.35
MRT,Mauritania,2015,61.51
MRT,Mauritania,2016,63.02
MRT,Mauritania,2017,63.2
MUS,Mauritius,2007,72
MUS,Mauritius,2008,73
MUS,Mauritius,2009,73
MUS,Mauritius,2010,72.57
MUS,Mauritius,2011,72.64
MUS,Mauritius,2012,72.97
MUS,Mauritius,2013,73.27
MUS,Mauritius,2014,73.57
MUS,Mauritius,2015,74.46
MUS,Mauritius,2016,74.19
MUS,Mauritius,2017,74.35
MEX,Mexico,2007,74
MEX,Mexico,2008,74
MEX,Mexico,2009,76
MEX,Mexico,2010,75.07
MEX,Mexico,2011,75.3
MEX,Mexico,2012,76.68
MEX,Mexico,2013,76.89
MEX,Mexico,2014,77.14
MEX,Mexico,2015,77.35
MEX,Mexico,2016,76.72
MEX,Mexico,2017,76.92
MDA,Moldova,2010,68.44
MDA,Moldova,2011,68.62
MDA,Moldova,2012,68.9
MDA,Moldova,2013,69.21
MDA,Moldova,2014,68.69
MDA,Moldova,2015,68.81
MDA,Moldova,2016,71.46
MDA,Moldova,2017,71.63
MNG,Mongolia,2007,65
MNG,Mongolia,2008,66
MNG,Mongolia,2009,64
MNG,Mongolia,2010,66.57
MNG,Mongolia,2011,66.92
MNG,Mongolia,2012,68.19
MNG,Mongolia,2013,68.49
MNG,Mongolia,2014,67.34
MNG,Mongolia,2015,67.55
MNG,Mongolia,2016,69.46
MNG,Mongolia,2017,69.82
MNE,Montenegro,2007,73
MNE,Montenegro,2008,74.1
MNE,Montenegro,2009,74
MNE,Montenegro,2010,74.1
MNE,Montenegro,2011,74.27
MNE,Montenegro,2012,74.31
MNE,Montenegro,2013,74.5
MNE,Montenegro,2014,74.65
MNE,Montenegro,2015,74.76
MNE,Montenegro,2016,76.18
MNE,Montenegro,2017,76.34
MAR,Morocco,2007,71
MAR,Morocco,2008,72
MAR,Morocco,2009,72
MAR,Morocco,2010,71.29
MAR,Morocco,2011,71.59
MAR,Morocco,2012,71.86
MAR,Morocco,2013,72.13
MAR,Morocco,2014,70.64
MAR,Morocco,2015,70.87
MAR,Morocco,2016,74.02
MAR,Morocco,2017,74.29
MOZ,Mozambique,2007,45
MOZ,Mozambique,2008,50
MOZ,Mozambique,2009,48
MOZ,Mozambique,2010,47.89
MOZ,Mozambique,2011,48.08
MOZ,Mozambique,2012,49.7
MOZ,Mozambique,2013,50.15
MOZ,Mozambique,2014,49.84
MOZ,Mozambique,2015,50.17
MOZ,Mozambique,2016,55.03
MOZ,Mozambique,2017,55.37
MMR,Myanmar,2013,65.15
MMR,Myanmar,2014,64.93
MMR,Myanmar,2015,65.1
NAM,Namibia,2007,54
NAM,Namibia,2008,61
NAM,Namibia,2009,59
NAM,Namibia,2010,61.01
NAM,Namibia,2011,61.58
NAM,Namibia,2012,62.07
NAM,Namibia,2013,62.33
NAM,Namibia,2014,63.88
NAM,Namibia,2015,64.34
NAM,Namibia,2016,64.68
NAM,Namibia,2017,64.92
NPL,Nepal,2007,61
NPL,Nepal,2008,62
NPL,Nepal,2009,63
NPL,Nepal,2010,66.69
NPL,Nepal,2011,67.07
NPL,Nepal,2012,68.39
NPL,Nepal,2013,68.73
NPL,Nepal,2014,67.98
NPL,Nepal,2015,68.4
NPL,Nepal,2016,69.6
NPL,Nepal,2017,69.97
NLD,Netherlands,2007,79
NLD,Netherlands,2008,80
NLD,Netherlands,2009,80
NLD,Netherlands,2010,80.4
NLD,Netherlands,2011,80.55
NLD,Netherlands,2012,80.7
NLD,Netherlands,2013,81.2
NLD,Netherlands,2014,81.1
NLD,Netherlands,2015,81.1
NLD,Netherlands,2016,81.3
NLD,Netherlands,2017,81.71
NZL,New Zealand,2007,80
NZL,New Zealand,2008,80
NZL,New Zealand,2009,81
NZL,New Zealand,2010,80.15
NZL,New Zealand,2011,80.3
NZL,New Zealand,2012,80.7
NZL,New Zealand,2013,80.9
NZL,New Zealand,2014,81.16
NZL,New Zealand,2015,81.41
NZL,New Zealand,2016,81.4
NZL,New Zealand,2017,81.46
NIC,Nicaragua,2007,69
NIC,Nicaragua,2008,71
NIC,Nicaragua,2009,73
NIC,Nicaragua,2010,73.14
NIC,Nicaragua,2011,73.5
NIC,Nicaragua,2012,73.73
NIC,Nicaragua,2013,74
NIC,Nicaragua,2014,74.47
NIC,Nicaragua,2015,74.79
NIC,Nicaragua,2016,74.81
NIC,Nicaragua,2017,75.1
NGA,Nigeria,2007,46
NGA,Nigeria,2008,48
NGA,Nigeria,2009,49
NGA,Nigeria,2010,47.91
NGA,Nigeria,2011,48.14
NGA,Nigeria,2012,51.41
NGA,Nigeria,2013,51.86
NGA,Nigeria,2014,52.11
NGA,Nigeria,2015,52.5
NGA,Nigeria,2016,52.75
NGA,Nigeria,2017,53.05
MKD,North Macedonia,2007,72
MKD,North Macedonia,2008,73
MKD,North Macedonia,2009,74
MKD,North Macedonia,2010,74.21
MKD,North Macedonia,2011,74.35
MKD,North Macedonia,2012,74.62
MKD,North Macedonia,2013,74.79
MKD,North Macedonia,2014,75.03
MKD,North Macedonia,2015,75.19
MKD,North Macedonia,2016,75.34
NOR,Norway,2007,80
NOR,Norway,2008,80
NOR,Norway,2009,81
NOR,Norway,2010,80.74
NOR,Norway,2011,80.8
NOR,Norway,2012,81
NOR,Norway,2013,81.3
NOR,Norway,2014,81.45
NOR,Norway,2015,81.45
NOR,Norway,2016,81.75
NOR,Norway,2017,82.1
OMN,Oman,2007,74
OMN,Oman,2008,74
OMN,Oman,2009,74
OMN,Oman,2010,75.91
OMN,Oman,2011,76.14
OMN,Oman,2012,73.12
OMN,Oman,2013,73.34
OMN,Oman,2014,76.59
OMN,Oman,2015,76.85
OMN,Oman,2016,77.09
OMN,Oman,2017,77.32
PAK,Pakistan,2007,62
PAK,Pakistan,2008,63
PAK,Pakistan,2009,63
PAK,Pakistan,2010,66.53
PAK,Pakistan,2011,66.85
PAK,Pakistan,2012,65.2
PAK,Pakistan,2013,65.45
PAK,Pakistan,2014,66.44
PAK,Pakistan,2015,66.59
PAK,Pakistan,2016,66.18
PAK,Pakistan,2017,66.38
PAN,Panama,2007,76
PAN,Panama,2008,76
PAN,Panama,2009,76
PAN,Panama,2010,75.66
PAN,Panama,2011,75.82
PAN,Panama,2012,75.97
PAN,Panama,2013,76.15
PAN,Panama,2014,77.37
PAN,Panama,2015,77.58
PAN,Panama,2016,77.6
PAN,Panama,2017,77.77
PRY,Paraguay,2007,72
PRY,Paraguay,2008,75
PRY,Paraguay,2009,74
PRY,Paraguay,2010,71.88
PRY,Paraguay,2011,72.08
PRY,Paraguay,2012,72.28
PRY,Paraguay,2013,72.48
PRY,Paraguay,2014,72.19
PRY,Paraguay,2015,72.27
PRY,Paraguay,2016,72.92
PRY,Paraguay,2017,73.03
PER,Peru,2007,71
PER,Peru,2008,73
PER,Peru,2009,76
PER,Peru,2010,73.26
PER,Peru,2011,73.48
PER,Peru,2012,73.76
PER,Peru,2013,73.98
PER,Peru,2014,74.52
PER,Peru,2015,74.81
PER,Peru,2016,74.53
PER,Peru,2017,74.78
PHL,Philippines,2007,68
PHL,Philippines,2008,68
PHL,Philippines,2009,71
PHL,Philippines,2010,71.83
PHL,Philippines,2011,72.08
PHL,Philippines,2012,68.48
PHL,Philippines,2013,68.76
PHL,Philippines,2014,68.55
PHL,Philippines,2015,68.71
PHL,Philippines,2016,68.27
PHL,Philippines,2017,68.41
POL,Poland,2007,75
POL,Poland,2008,75
POL,Poland,2009,75
POL,Poland,2010,75.53
POL,Poland,2011,75.7
POL,Poland,2012,76.25
POL,Poland,2013,76.75
POL,Poland,2014,76.8
POL,Poland,2015,76.85
POL,Poland,2016,77.25
POL,Poland,2017,78.2
PRT,Portugal,2007,78
PRT,Portugal,2008,79
PRT,Portugal,2009,79
PRT,Portugal,2010,79.25
PRT,Portugal,2011,78.73
PRT,Portugal,2012,79.03
PRT,Portugal,2013,80.72
PRT,Portugal,2014,80.37
PRT,Portugal,2015,80.37
PRT,Portugal,2016,80.72
PRT,Portugal,2017,81.52
PRI,Puerto Rico,2007,78
PRI,Puerto Rico,2008,77.48
PRI,Puerto Rico,2009,77.5
PRI,Puerto Rico,2010,78.56
PRI,Puerto Rico,2011,78.62
PRI,Puerto Rico,2012,78.91
PRI,Puerto Rico,2013,79.03
PRI,Puerto Rico,2014,78.54
QAT,Qatar,2007,76
QAT,Qatar,2008,77
QAT,Qatar,2009,76
QAT,Qatar,2010,75.94
QAT,Qatar,2011,76.12
QAT,Qatar,2012,78.1
QAT,Qatar,2013,78.25
QAT,Qatar,2014,78.45
QAT,Qatar,2015,78.61
QAT,Qatar,2016,78.6
QAT,Qatar,2017,78.76
ROU,Romania,2007,72
ROU,Romania,2008,73
ROU,Romania,2009,73
ROU,Romania,2010,73.37
ROU,Romania,2011,73.31
ROU,Romania,2012,73.46
ROU,Romania,2013,74.51
ROU,Romania,2014,74.56
ROU,Romania,2015,74.46
ROU,Romania,2016,75.06
ROU,Romania,2017,74.96
RUS,Russian Federation,2007,65
RUS,Russian Federation,2008,66
RUS,Russian Federation,2009,66
RUS,Russian Federation,2010,67.84
RUS,Russian Federation,2011,68.86
RUS,Russian Federation,2012,68.8
RUS,Russian Federation,2013,69
RUS,Russian Federation,2014,70.46
RUS,Russian Federation,2015,71.07
RUS,Russian Federation,2016,70.37
RUS,Russian Federation,2017,70.91
RWA,Rwanda,2010,50.13
RWA,Rwanda,2011,50.59
RWA,Rwanda,2012,55.06
RWA,Rwanda,2013,55.39
RWA,Rwanda,2014,63.49
RWA,Rwanda,2015,63.99
RWA,Rwanda,2016,63.97
RWA,Rwanda,2017,64.52
SAU,Saudi Arabia,2007,71
SAU,Saudi Arabia,2008,70
SAU,Saudi Arabia,2009,71
SAU,Saudi Arabia,2010,73.12
SAU,Saudi Arabia,2011,73.43
SAU,Saudi Arabia,2012,73.85
SAU,Saudi Arabia,2013,74.06
SAU,Saudi Arabia,2014,75.5
SAU,Saudi Arabia,2015,75.7
SAU,Saudi Arabia,2016,74.34
SAU,Saudi Arabia,2017,74.49
SEN,Senegal,2007,55
SEN,Senegal,2008,59
SEN,Senegal,2009,59
SEN,Senegal,2010,55.6
SEN,Senegal,2011,55.89
SEN,Senegal,2012,58.95
SEN,Senegal,2013,59.27
SEN,Senegal,2014,63.2
SEN,Senegal,2015,63.35
SEN,Senegal,2016,66.37
SEN,Senegal,2017,66.8
SRB,Serbia,2007,73
SRB,Serbia,2008,73
SRB,Serbia,2009,73
SRB,Serbia,2010,73.64
SRB,Serbia,2011,73.69
SRB,Serbia,2012,73.94
SRB,Serbia,2013,74.59
SRB,Serbia,2014,75.23
SRB,Serbia,2015,75.14
SRB,Serbia,2016,75.53
SRB,Serbia,2017,75.49
SYC,Seychelles,2012,73.03
SYC,Seychelles,2013,73.46
SYC,Seychelles,2014,72.72
SYC,Seychelles,2015,74.23
SYC,Seychelles,2017,73.23
SLE,Sierra Leone,2012,47.4
SLE,Sierra Leone,2013,47.78
SLE,Sierra Leone,2014,45.33
SLE,Sierra Leone,2015,45.55
SLE,Sierra Leone,2016,50.88
SLE,Sierra Leone,2017,51.31
SGP,Singapore,2007,80
SGP,Singapore,2008,80
SGP,Singapore,2009,81
SGP,Singapore,2010,80.74
SGP,Singapore,2011,81.29
SGP,Singapore,2012,81.64
SGP,Singapore,2013,81.89
SGP,Singapore,2014,82.14
SGP,Singapore,2015,82.35
SGP,Singapore,2016,82.65
SGP,Singapore,2017,82.6
SVK,Slovak Republic,2007,74
SVK,Slovak Republic,2008,74
SVK,Slovak Republic,2009,75
SVK,Slovak Republic,2010,74.81
SVK,Slovak Republic,2011,74.91
SVK,Slovak Republic,2012,75.11
SVK,Slovak Republic,2013,75.96
SVK,Slovak Republic,2014,76.11
SVK,Slovak Republic,2015,76.26
SVK,Slovak Republic,2016,76.71
SVK,Slovak Republic,2017,77.21
SVN,Slovenia,2007,77
SVN,Slovenia,2008,78
SVN,Slovenia,2009,78
SVN,Slovenia,2010,78.97
SVN,Slovenia,2011,78.97
SVN,Slovenia,2012,79.42
SVN,Slovenia,2013,79.97
SVN,Slovenia,2014,80.12
SVN,Slovenia,2015,80.28
SVN,Slovenia,2016,80.52
SVN,Slovenia,2017,81.08
ZAF,South Africa,2007,48
ZAF,South Africa,2008,51
ZAF,South Africa,2009,54
ZAF,South Africa,2010,51.48
ZAF,South Africa,2011,51.62
ZAF,South Africa,2012,52.08
ZAF,South Africa,2013,52.61
ZAF,South Africa,2014,56.1
ZAF,South Africa,2015,56.74
ZAF,South Africa,2016,57.18
ZAF,South Africa,2017,57.44
ESP,Spain,2007,80
ESP,Spain,2008,81
ESP,Spain,2009,81
ESP,Spain,2010,81.09
ESP,Spain,2011,81.53
ESP,Spain,2012,81.63
ESP,Spain,2013,82.33
ESP,Spain,2014,82.38
ESP,Spain,2015,82.43
ESP,Spain,2016,83.08
ESP,Spain,2017,83.38
LKA,Sri Lanka,2007,71
LKA,Sri Lanka,2008,72
LKA,Sri Lanka,2009,71
LKA,Sri Lanka,2010,74.13
LKA,Sri Lanka,2011,74.26
LKA,Sri Lanka,2012,74.72
LKA,Sri Lanka,2013,74.9
LKA,Sri Lanka,2014,74.07
LKA,Sri Lanka,2015,74.24
LKA,Sri Lanka,2016,74.79
LKA,Sri Lanka,2017,74.95
SUR,Suriname,2011,69.22
SUR,Suriname,2012,70.34
SUR,Suriname,2013,70.58
SUR,Suriname,2014,70.81
SWE,Sweden,2007,81
SWE,Sweden,2008,81
SWE,Sweden,2009,81
SWE,Sweden,2010,81.24
SWE,Sweden,2011,81.35
SWE,Sweden,2012,81.45
SWE,Sweden,2013,81.8
SWE,Sweden,2014,81.7
SWE,Sweden,2015,81.7
SWE,Sweden,2016,81.96
SWE,Sweden,2017,82.55
CHE,Switzerland,2007,81
CHE,Switzerland,2008,82
CHE,Switzerland,2009,82
CHE,Switzerland,2010,82.16
CHE,Switzerland,2011,82.04
CHE,Switzerland,2012,82.25
CHE,Switzerland,2013,82.7
CHE,Switzerland,2014,82.7
CHE,Switzerland,2015,82.75
CHE,Switzerland,2016,82.85
CHE,Switzerland,2017,83.2
SYR,Syrian Arab Republic,2007,72
SYR,Syrian Arab Republic,2008,72
SYR,Syrian Arab Republic,2009,72
SYR,Syrian Arab Republic,2010,74.23
SYR,Syrian Arab Republic,2011,74.42
TWN,"Taiwan, China",2007,77.42
TWN,"Taiwan, China",2008,77.4
TWN,"Taiwan, China",2009,78.54
TWN,"Taiwan, China",2010,78.57
TWN,"Taiwan, China",2011,79.01
TWN,"Taiwan, China",2012,79.18
TWN,"Taiwan, China",2013,79.15
TWN,"Taiwan, China",2014,79.86
TWN,"Taiwan, China",2015,80.02
TWN,"Taiwan, China",2016,79.84
TWN,"Taiwan, China",2017,80.1
TJK,Tajikistan,2007,63
TJK,Tajikistan,2008,64
TJK,Tajikistan,2009,67
TJK,Tajikistan,2010,66.75
TJK,Tajikistan,2011,67.01
TJK,Tajikistan,2012,67.26
TJK,Tajikistan,2014,67.26
TJK,Tajikistan,2015,67.37
TJK,Tajikistan,2016,69.6
TJK,Tajikistan,2017,69.77
TZA,Tanzania,2007,48
TZA,Tanzania,2008,50
TZA,Tanzania,2009,52
TZA,Tanzania,2010,55.65
TZA,Tanzania,2011,56.29
TZA,Tanzania,2012,57.39
TZA,Tanzania,2013,58.15
TZA,Tanzania,2014,60.85
TZA,Tanzania,2015,61.49
TZA,Tanzania,2016,64.94
TZA,Tanzania,2017,65.49
THA,Thailand,2007,70
THA,Thailand,2008,72
THA,Thailand,2009,70
THA,Thailand,2010,68.86
THA,Thailand,2011,69.05
THA,Thailand,2012,73.93
THA,Thailand,2013,74.09
THA,Thailand,2014,74.19
THA,Thailand,2015,74.37
THA,Thailand,2016,74.42
THA,Thailand,2017,74.6
TLS,Timor-Leste,2007,63
TLS,Timor-Leste,2008,66
TLS,Timor-Leste,2009,61
TLS,Timor-Leste,2010,61.12
TLS,Timor-Leste,2011,61.58
TLS,Timor-Leste,2012,62
TLS,Timor-Leste,2013,62.46
TLS,Timor-Leste,2014,67.02
TTO,Trinidad and Tobago,2007,70
TTO,Trinidad and Tobago,2008,69
TTO,Trinidad and Tobago,2009,69
TTO,Trinidad and Tobago,2010,69.34
TTO,Trinidad and Tobago,2011,69.57
TTO,Trinidad and Tobago,2012,69.76
TTO,Trinidad and Tobago,2013,69.96
TTO,Trinidad and Tobago,2014,69.82
TTO,Trinidad and Tobago,2015,69.93
TTO,Trinidad and Tobago,2016,70.44
TTO,Trinidad and Tobago,2017,70.56
TUN,Tunisia,2007,72
TUN,Tunisia,2008,72
TUN,Tunisia,2009,74
TUN,Tunisia,2010,74.3
TUN,Tunisia,2011,74.45
TUN,Tunisia,2013,74.75
TUN,Tunisia,2014,75.1
TUN,Tunisia,2015,73.65
TUN,Tunisia,2016,74.14
TUN,Tunisia,2017,74.98
TUR,Turkiye,2007,71
TUR,Turkiye,2008,73
TUR,Turkiye,2009,73
TUR,Turkiye,2010,71.89
TUR,Turkiye,2011,72.05
TUR,Turkiye,2012,73.7
TUR,Turkiye,2013,73.94
TUR,Turkiye,2014,74.86
TUR,Turkiye,2015,75.18
TUR,Turkiye,2016,75.16
TUR,Turkiye,2017,75.43
UGA,Uganda,2007,49
UGA,Uganda,2008,50
UGA,Uganda,2009,48
UGA,Uganda,2010,52.67
UGA,Uganda,2011,53.41
UGA,Uganda,2012,53.61
UGA,Uganda,2013,54.07
UGA,Uganda,2014,58.65
UGA,Uganda,2015,59.19
UGA,Uganda,2016,58.47
UGA,Uganda,2017,59.18
UKR,Ukraine,2007,67
UKR,Ukraine,2008,67
UKR,Ukraine,2009,68
UKR,Ukraine,2010,68.25
UKR,Ukraine,2011,69.19
UKR,Ukraine,2012,70.28
UKR,Ukraine,2013,70.81
UKR,Ukraine,2014,70.94
UKR,Ukraine,2015,71.16
UKR,Ukraine,2016,71.19
UKR,Ukraine,2017,71.19
ARE,United Arab Emirates,2007,77
ARE,United Arab Emirates,2008,78
ARE,United Arab Emirates,2009,78
ARE,United Arab Emirates,2010,77.75
ARE,United Arab Emirates,2011,77.88
ARE,United Arab Emirates,2012,76.57
ARE,United Arab Emirates,2013,76.74
ARE,United Arab Emirates,2014,76.96
ARE,United Arab Emirates,2015,77.13
ARE,United Arab Emirates,2016,77.37
ARE,United Arab Emirates,2017,77.54
GBR,United Kingdom,2007,79
GBR,United Kingdom,2008,79
GBR,United Kingdom,2009,80
GBR,United Kingdom,2010,79.9
GBR,United Kingdom,2011,80.05
GBR,United Kingdom,2012,80.4
GBR,United Kingdom,2013,80.75
GBR,United Kingdom,2014,81.5
GBR,United Kingdom,2015,80.96
GBR,United Kingdom,2016,81.06
GBR,United Kingdom,2017,81.6
USA,United States,2007,78
USA,United States,2008,78
USA,United States,2009,78
USA,United States,2010,78.44
USA,United States,2011,78.66
USA,United States,2012,78.24
USA,United States,2013,78.64
USA,United States,2014,78.74
USA,United States,2015,78.84
USA,United States,2016,78.94
USA,United States,2017,78.74
URY,Uruguay,2007,75
URY,Uruguay,2008,75
URY,Uruguay,2009,75
URY,Uruguay,2010,75.98
URY,Uruguay,2011,76.11
URY,Uruguay,2012,76.24
URY,Uruguay,2013,76.41
URY,Uruguay,2014,76.91
URY,Uruguay,2015,77.05
URY,Uruguay,2016,76.99
URY,Uruguay,2017,77.14
VEN,"Venezuela, RB",2007,75
VEN,"Venezuela, RB",2008,74
VEN,"Venezuela, RB",2009,75
VEN,"Venezuela, RB",2010,73.55
VEN,"Venezuela, RB",2011,73.74
VEN,"Venezuela, RB",2012,74.13
VEN,"Venezuela, RB",2013,74.31
VEN,"Venezuela, RB",2014,74.49
VEN,"Venezuela, RB",2015,74.64
VEN,"Venezuela, RB",2016,74.24
VEN,"Venezuela, RB",2017,74.41
VNM,Viet Nam,2007,71
VNM,Viet Nam,2008,72
VNM,Viet Nam,2009,72
VNM,Viet Nam,2010,74.37
VNM,Viet Nam,2011,74.58
VNM,Viet Nam,2012,74.83
VNM,Viet Nam,2013,75.05
VNM,Viet Nam,2014,75.61
VNM,Viet Nam,2015,75.76
VNM,Viet Nam,2016,75.63
VNM,Viet Nam,2017,75.78
YEM,"Yemen, Rep.",2011,63.38
YEM,"Yemen, Rep.",2012,65.03
YEM,"Yemen, Rep.",2013,65.45
YEM,"Yemen, Rep.",2014,62.91
YEM,"Yemen, Rep.",2016,63.82
YEM,"Yemen, Rep.",2017,64.03
ZMB,Zambia,2007,40
ZMB,Zambia,2008,43
ZMB,Zambia,2009,46
ZMB,Zambia,2010,45.4
ZMB,Zambia,2011,46.33
ZMB,Zambia,2012,48.46
ZMB,Zambia,2013,48.97
ZMB,Zambia,2014,57.02
ZMB,Zambia,2015,58.09
ZMB,Zambia,2016,60.05
ZMB,Zambia,2017,60.79
ZWE,Zimbabwe,2007,36
ZWE,Zimbabwe,2008,43
ZWE,Zimbabwe,2009,45
ZWE,Zimbabwe,2010,44.21
ZWE,Zimbabwe,2011,45.44
ZWE,Zimbabwe,2012,49.86
ZWE,Zimbabwe,2013,51.24
ZWE,Zimbabwe,2014,58.05
ZWE,Zimbabwe,2015,59.77
ZWE,Zimbabwe,2016,57.5
ZWE,Zimbabwe,2017,59.16
